UID,LYOR,OR,CHANGE,SN,REG,PE,QL,AC,GGR,PB,PBR
752,874,752,-122,Northallerton,Yorkshire and Humberside,942,1133,694,125,less than £350k,326
753,639,753,114,Queniborough,East Midlands,1369,494,273,731,£350k-£650k,339
754,1123,754,-369,Stanley,North East,1063,116,1123,675,less than £350k,327
755,255,755,500,Cullingworth,Yorkshire and Humberside,1097,520,392,882,less than £350k,328
756,1159,756,-403,Alderholt,South West,744,246,1020,875,£350k-£650k,340
757,744,757,13,Bromsgrove,West Midlands,1102,631,681,443,£350k-£650k,341
758,414,758,344,Windermere,North West,271,1228,511,775,£350k-£650k,342
759,719,759,40,Bushey,East of England,666,1165,829,153,Over £650k,88
760,600,760,160,Staplehurst,South East,898,1214,280,542,£350k-£650k,343
761,687,761,74,Chinnor,South East,679,932,491,779,£350k-£650k,344
762,1172,762,-410,Ashtead,South East,747,1110,1076,29,Over £650k,89
763,966,763,-203,Tidworth,South West,800,647,1135,198,£350k-£650k,345
764,913,764,-149,Rugeley,West Midlands,66,442,1147,1114,less than £350k,329
765,647,765,118,Treorchy,Wales,236,232,703,1356,less than £350k,330
766,1014,766,-248,Mexborough,Yorkshire and Humberside,692,214,910,1057,less than £350k,333
767,732,766,34,Bebington,North West,855,559,610,857,less than £350k,331
768,1162,766,-396,Carlton in Lindrick,East Midlands,1263,134,775,802,less than £350k,332
769,630,769,139,Neston,North West,772,781,912,372,£350k-£650k,346
770,1013,770,-243,Bishop's Stortford,East of England,760,1003,656,468,Over £650k,90
771,629,771,142,Warrington,North West,735,877,791,457,less than £350k,334
772,397,772,375,Cross Hills,Yorkshire and Humberside,265,1162,467,936,less than £350k,335
773,653,773,120,Runcorn,North West,812,749,953,339,less than £350k,336
774,831,774,-57,Askam in Furness,North West,562,770,438,1073,less than £350k,337
775,285,775,490,Bexhill,South East,254,1144,608,817,£350k-£650k,347
776,1089,776,-313,Borrowash,East Midlands,926,370,759,844,£350k-£650k,348
777,850,777,-73,Darwen,North West,885,183,712,1145,less than £350k,338
778,1207,777,-430,Hucknall,East Midlands,1247,289,1134,156,less than £350k,339
779,1099,779,-320,Rushden,East Midlands,1299,226,774,620,less than £350k,340
780,420,780,360,Bedale,Yorkshire and Humberside,993,1274,345,294,less than £350k,341
781,274,781,507,Headcorn,South East,698,880,190,1138,£350k-£650k,349
782,727,782,55,Leicester,East Midlands,1080,981,518,399,£350k-£650k,350
783,650,783,133,Claydon,East of England,564,259,502,1341,£350k-£650k,351
784,768,784,16,Riccall,Yorkshire and Humberside,1258,996,312,385,£350k-£650k,352
785,573,785,212,Datchet,South East,392,892,394,1117,Over £650k,91
786,415,786,371,St Margaret's at Cliffe,South East,157,860,301,1327,£350k-£650k,353
787,1322,787,-535,Coseley,West Midlands,585,296,1349,408,less than £350k,342
788,556,788,232,Billingshurst,South East,865,1333,505,106,£350k-£650k,354
789,625,789,164,Colden Common,South East,167,1118,1036,543,£350k-£650k,355
790,982,790,-192,Seaton Sluice,North East,410,189,1075,1129,less than £350k,344
791,911,790,-121,Farndon (Newark and Sherwood),East Midlands,944,108,588,1284,less than £350k,343
792,711,792,81,Wolverhampton,West Midlands,555,1138,840,360,less than £350k,345
793,477,793,316,Kidderminster,West Midlands,688,508,702,965,less than £350k,346
794,759,794,35,Histon,East of England,1333,715,626,197,Over £650k,92
795,959,795,-164,Neath,Wales,395,517,853,1012,less than £350k,348
796,530,795,265,Market Drayton,West Midlands,926,1128,555,364,less than £350k,347
797,885,797,-88,Fazeley,West Midlands,355,456,1063,925,£350k-£650k,356
798,660,798,138,Rugby,West Midlands,911,893,641,528,£350k-£650k,357
799,1202,799,-403,Bishopthorpe,Yorkshire and Humberside,950,400,623,983,£350k-£650k,358
800,931,799,-132,Liversedge,Yorkshire and Humberside,1153,422,719,636,less than £350k,349
801,859,801,-58,Wootton Bassett,South West,845,845,907,314,£350k-£650k,359
802,468,802,334,Dyserth,Wales,446,787,497,1096,less than £350k,350
803,88,803,715,Tenbury Wells,West Midlands,164,1148,231,1262,£350k-£650k,360
804,920,804,-116,Menston,Yorkshire and Humberside,752,935,889,349,£350k-£650k,361
805,324,805,481,Leiston,East of England,680,869,529,849,less than £350k,351
806,380,806,426,Denholme,Yorkshire and Humberside,1141,73,665,1215,less than £350k,352
807,515,807,292,Hadston,North East,757,168,1131,892,less than £350k,353
808,938,808,-130,Oakley (Basingstoke and Deane),South East,698,778,949,447,£350k-£650k,362
809,1051,808,-243,Mountsorrel,East Midlands,880,957,742,376,£350k-£650k,363
810,739,810,71,Long Sutton (South Holland),East Midlands,1133,904,338,664,less than £350k,354
811,449,811,362,Slough,South East,536,1238,939,150,£350k-£650k,364
812,749,812,63,Blaina,Wales,807,114,891,1198,less than £350k,355
813,967,813,-154,Heanor,East Midlands,990,524,914,524,less than £350k,356
814,571,814,243,Poynton,North West,320,864,1125,485,£350k-£650k,365
815,1118,814,-304,Deeside Industrial Park,Wales,716,867,1156,116,less than £350k,357
816,178,816,638,Beaminster,South West,446,921,74,1335,£350k-£650k,366
817,1043,817,-226,Wallasey,North West,989,255,745,1023,less than £350k,358
818,205,818,613,Catterall,North West,137,1078,813,908,less than £350k,359
819,583,819,236,Whittlesey,East of England,1007,687,608,680,less than £350k,360
820,742,820,78,Skegness,East Midlands,595,351,1054,915,less than £350k,361
821,1067,821,-246,Meopham (North,South East,673,192,895,1160,£350k-£650k,367
822,694,822,128,Newport (Telford and Wrekin),West Midlands,1077,779,646,489,£350k-£650k,368
823,627,823,196,Coedpoeth,Wales,649,405,673,1122,less than £350k,362
824,690,823,133,North Petherton,South West,774,937,335,981,£350k-£650k,369
825,1169,825,-344,Wittering Airfield,East of England,1371,217,480,968,less than £350k,363
826,194,826,632,South Molton,South West,580,1263,51,1148,less than £350k,364
827,866,827,-39,Nuneaton,West Midlands,865,336,1162,546,less than £350k,365
828,924,828,-96,Fleet,South East,307,1237,1236,48,£350k-£650k,370
829,638,829,191,Ramsey (Huntingdonshire),East of England,1100,886,415,641,£350k-£650k,371
830,422,830,408,Longridge,North West,657,1098,662,552,less than £350k,366
831,988,831,-157,Willenhall,West Midlands,423,514,1298,429,less than £350k,367
832,476,832,356,Mundesley,East of England,29,1117,820,1103,£350k-£650k,372
833,842,833,-9,Wigton,North West,971,915,362,812,less than £350k,368
834,606,834,228,Chertsey,South East,626,1298,727,199,Over £650k,93
835,545,835,290,Bignall End,West Midlands,1187,126,883,945,less than £350k,369
836,672,836,164,Waltham Chase,South East,446,1284,925,161,£350k-£650k,373
837,682,837,155,Morley,Yorkshire and Humberside,1181,940,603,297,less than £350k,370
838,773,838,65,Bedlington,North East,557,311,1233,781,less than £350k,371
839,942,839,-103,Stapleford,East Midlands,769,288,967,978,less than £350k,372
840,868,840,-28,St Helens,North West,1121,224,1150,518,less than £350k,373
841,674,841,167,Polegate,South East,446,173,1294,901,£350k-£650k,374
842,496,842,346,Willingham,East of England,1345,485,422,724,£350k-£650k,375
843,1035,843,-192,Fareham,South East,409,1027,1041,419,£350k-£650k,376
844,1173,844,-329,Brierley Hill,West Midlands,611,620,1269,281,less than £350k,374
845,847,844,-3,Epsom,South East,844,1154,863,134,Over £650k,94
846,939,846,-93,Aspull,North West,1271,53,763,1126,less than £350k,375
847,466,847,381,Arlesey,East of England,275,284,820,1321,£350k-£650k,377
848,214,848,634,Newent,South West,969,1205,121,876,£350k-£650k,378
849,562,849,287,Cottenham,East of England,1347,832,300,557,£350k-£650k,379
850,1006,850,-156,Merton,Greater London,704,1273,647,311,Over £650k,95
851,1062,851,-211,Nelson (Caerphilly),Wales,1124,38,867,1251,less than £350k,376
852,1208,852,-356,Portslade-by-Sea,South East,236,499,1228,871,£350k-£650k,380
